C:\Simulator_Data\IMG\center_2023_07_15_13_35_04_255.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_04_255.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_04_255.jpg, 0, 0, 0, 7.773934E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_04_364.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_04_364.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_04_364.jpg, 0, 0, 0, 7.866106E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_04_473.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_04_473.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_04_473.jpg, 0, 0, 0, 8.028655E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_04_586.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_04_586.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_04_586.jpg, 0, 0, 0, 7.880803E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_04_686.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_04_686.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_04_686.jpg, 0, 0, 0, 7.950857E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_04_795.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_04_795.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_04_795.jpg, 0, 0, 0, 8.363496E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_04_898.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_04_898.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_04_898.jpg, 0, 0, 0, 7.894218E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_05_002.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_05_002.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_05_002.jpg, 0, 0, 0, 8.595956E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_05_109.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_05_109.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_05_109.jpg, 0, 0, 0, 7.80714E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_05_214.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_05_214.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_05_214.jpg, 0, 0, 0, 7.92545E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_05_319.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_05_319.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_05_319.jpg, 0, 0, 0, 8.130428E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_05_423.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_05_423.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_05_423.jpg, 0, 0, 0, 7.875177E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_05_529.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_05_529.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_05_529.jpg, 0, 0, 0, 8.072037E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_05_631.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_05_631.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_05_631.jpg, 0, 0, 0, 7.968491E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_05_731.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_05_731.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_05_731.jpg, 0, 0, 0, 7.787169E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_05_837.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_05_837.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_05_837.jpg, 0, 0, 0, 8.061338E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_05_944.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_05_944.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_05_944.jpg, 0, 0, 0, 8.108365E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_06_047.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_06_047.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_06_047.jpg, 0, 0, 0, 7.867521E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_06_150.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_06_150.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_06_150.jpg, 0, 0, 0, 7.862621E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_06_255.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_06_255.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_06_255.jpg, 0, 0, 0, 7.845286E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_06_362.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_06_362.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_06_362.jpg, 0, 0, 0, 7.875764E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_06_468.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_06_468.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_06_468.jpg, 0, 0, 0, 7.886021E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_06_568.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_06_568.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_06_568.jpg, 0, 0, 0, 7.942855E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_06_673.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_06_673.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_06_673.jpg, 0, 0, 0, 8.059588E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_06_774.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_06_774.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_06_774.jpg, 0, 0, 0, 8.238729E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_06_874.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_06_874.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_06_874.jpg, 0, 0, 0, 8.247864E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_06_975.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_06_975.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_06_975.jpg, 0, 0, 0, 7.779269E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_07_080.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_07_080.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_07_080.jpg, 0, 0, 0, 7.824551E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_07_183.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_07_183.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_07_183.jpg, 0, 0, 0, 7.842579E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_07_287.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_07_287.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_07_287.jpg, 0, 0, 0, 8.103649E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_07_397.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_07_397.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_07_397.jpg, 0, 0, 0, 7.986544E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_07_502.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_07_502.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_07_502.jpg, 0, 0, 0, 7.828173E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_07_602.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_07_602.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_07_602.jpg, 0, 0, 0, 7.873297E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_07_713.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_07_713.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_07_713.jpg, 0, 0, 0, 7.810628E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_07_826.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_07_826.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_07_826.jpg, 0, 0, 0, 7.730278E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_07_930.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_07_930.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_07_930.jpg, 0, 0, 0, 7.91118E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_08_036.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_08_036.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_08_036.jpg, 0, 0, 0, 7.820877E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_08_144.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_08_144.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_08_144.jpg, 0, 0, 0, 7.897866E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_08_260.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_08_260.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_08_260.jpg, 0, 0, 0, 7.875384E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_08_366.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_08_366.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_08_366.jpg, 0, 0, 0, 7.804479E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_08_473.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_08_473.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_08_473.jpg, 0, 0, 0, 7.898008E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_08_580.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_08_580.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_08_580.jpg, 0, 0, 0, 7.88048E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_08_681.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_08_681.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_08_681.jpg, 0, 0, 0, 7.869675E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_08_789.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_08_789.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_08_789.jpg, 0, 0, 0, 7.813998E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_08_897.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_08_897.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_08_897.jpg, 0, 0, 0, 8.178941E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_08_998.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_08_998.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_08_998.jpg, 0, 0, 0, 7.795067E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_09_099.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_09_099.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_09_099.jpg, 0, 0, 0, 7.822951E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_09_201.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_09_201.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_09_201.jpg, 0, 0, 0, 7.954802E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_09_304.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_09_304.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_09_304.jpg, 0, 0, 0, 7.797861E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_09_406.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_09_406.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_09_406.jpg, 0, 0, 0, 7.786448E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_09_510.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_09_510.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_09_510.jpg, 0, 0, 0, 7.861543E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_09_615.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_09_615.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_09_615.jpg, 0, 0, 0, 7.915764E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_09_716.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_09_716.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_09_716.jpg, 0, 0, 0, 7.834359E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_09_826.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_09_826.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_09_826.jpg, 0, 0, 0, 7.848704E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_09_942.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_09_942.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_09_942.jpg, 0, 0, 0, 7.934224E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_10_058.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_10_058.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_10_058.jpg, 0, 0, 0, 7.898743E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_10_159.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_10_159.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_10_159.jpg, 0, 0, 0, 7.902061E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_10_263.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_10_263.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_10_263.jpg, 0, 0, 0, 7.866957E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_10_364.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_10_364.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_10_364.jpg, 0, 0, 0, 7.8437E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_10_469.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_10_469.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_10_469.jpg, 0, 0, 0, 7.767642E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_10_576.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_10_576.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_10_576.jpg, 0, 0, 0, 7.866428E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_10_677.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_10_677.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_10_677.jpg, 0, 0, 0, 7.861749E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_10_779.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_10_779.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_10_779.jpg, 0, 0, 0, 7.833779E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_10_881.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_10_881.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_10_881.jpg, 0, 0, 0, 7.961701E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_10_985.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_10_985.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_10_985.jpg, 0, 0, 0, 7.708975E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_11_089.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_11_089.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_11_089.jpg, 0, 0, 0, 7.737086E-05
C:\Simulator_Data\IMG\center_2023_07_15_13_35_11_193.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_11_193.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_11_193.jpg, 0, 0.2310228, 0, 0.1342371
C:\Simulator_Data\IMG\center_2023_07_15_13_35_11_295.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_11_295.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_11_295.jpg, 0, 0.5230194, 0, 0.6271363
C:\Simulator_Data\IMG\center_2023_07_15_13_35_11_399.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_11_399.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_11_399.jpg, -0.0882585, 0.8232796, 0, 1.353796
C:\Simulator_Data\IMG\center_2023_07_15_13_35_11_500.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_11_500.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_11_500.jpg, -0.387156, 1, 0, 2.534584
C:\Simulator_Data\IMG\center_2023_07_15_13_35_11_600.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_11_600.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_11_600.jpg, -0.1383672, 1, 0, 3.706721
C:\Simulator_Data\IMG\center_2023_07_15_13_35_11_701.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_11_701.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_11_701.jpg, 0, 1, 0, 4.874088
C:\Simulator_Data\IMG\center_2023_07_15_13_35_11_808.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_11_808.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_11_808.jpg, 0, 1, 0, 6.031296
C:\Simulator_Data\IMG\center_2023_07_15_13_35_11_912.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_11_912.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_11_912.jpg, -0.2055858, 1, 0, 7.396379
C:\Simulator_Data\IMG\center_2023_07_15_13_35_12_017.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_12_017.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_12_017.jpg, 0, 1, 0, 8.527764
C:\Simulator_Data\IMG\center_2023_07_15_13_35_12_122.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_12_122.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_12_122.jpg, 0, 1, 0, 9.649153
C:\Simulator_Data\IMG\center_2023_07_15_13_35_12_232.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_12_232.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_12_232.jpg, -0.3266577, 1, 0, 10.94668
C:\Simulator_Data\IMG\center_2023_07_15_13_35_12_342.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_12_342.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_12_342.jpg, -0.23656, 1, 0, 12.1379
C:\Simulator_Data\IMG\center_2023_07_15_13_35_12_450.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_12_450.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_12_450.jpg, -0.07096019, 1, 0, 13.33423
C:\Simulator_Data\IMG\center_2023_07_15_13_35_12_554.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_12_554.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_12_554.jpg, -0.3820134, 1, 0, 14.35175
C:\Simulator_Data\IMG\center_2023_07_15_13_35_12_658.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_12_658.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_12_658.jpg, -0.411603, 1, 0, 15.2409
C:\Simulator_Data\IMG\center_2023_07_15_13_35_12_762.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_12_762.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_12_762.jpg, -0.116103, 1, 0, 16.43665
C:\Simulator_Data\IMG\center_2023_07_15_13_35_12_865.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_12_865.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_12_865.jpg, 0, 1, 0, 17.33756
C:\Simulator_Data\IMG\center_2023_07_15_13_35_12_971.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_12_971.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_12_971.jpg, 0, 1, 0, 18.58056
C:\Simulator_Data\IMG\center_2023_07_15_13_35_13_070.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_13_070.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_13_070.jpg, 0, 1, 0, 19.73804
C:\Simulator_Data\IMG\center_2023_07_15_13_35_13_177.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_13_177.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_13_177.jpg, 0, 1, 0, 20.6455
C:\Simulator_Data\IMG\center_2023_07_15_13_35_13_287.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_13_287.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_13_287.jpg, -0.1862799, 1, 0, 21.70784
C:\Simulator_Data\IMG\center_2023_07_15_13_35_13_397.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_13_397.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_13_397.jpg, -0.5509641, 1, 0, 22.70718
C:\Simulator_Data\IMG\center_2023_07_15_13_35_13_505.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_13_505.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_13_505.jpg, -0.844404, 1, 0, 23.36023
C:\Simulator_Data\IMG\center_2023_07_15_13_35_13_616.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_13_616.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_13_616.jpg, -0.8970937, 1, 0, 24.09237
C:\Simulator_Data\IMG\center_2023_07_15_13_35_13_719.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_13_719.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_13_719.jpg, -0.5899054, 1, 0, 25.05934
C:\Simulator_Data\IMG\center_2023_07_15_13_35_13_828.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_13_828.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_13_828.jpg, -0.2912482, 1, 0, 26.0773
C:\Simulator_Data\IMG\center_2023_07_15_13_35_13_938.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_13_938.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_13_938.jpg, 0, 1, 0, 27.18787
C:\Simulator_Data\IMG\center_2023_07_15_13_35_14_046.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_14_046.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_14_046.jpg, 0, 1, 0, 28.11036
C:\Simulator_Data\IMG\center_2023_07_15_13_35_14_151.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_14_151.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_14_151.jpg, 0.0703461, 1, 0, 29.20908
C:\Simulator_Data\IMG\center_2023_07_15_13_35_14_254.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_14_254.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_14_254.jpg, 0.3832377, 1, 0, 30.02275
C:\Simulator_Data\IMG\center_2023_07_15_13_35_14_355.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_14_355.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_14_355.jpg, 0.6686672, 1, 0, 30.11981
C:\Simulator_Data\IMG\center_2023_07_15_13_35_14_460.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_14_460.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_14_460.jpg, 0.5496894, 1, 0, 30.17421
C:\Simulator_Data\IMG\center_2023_07_15_13_35_14_560.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_14_560.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_14_560.jpg, 0.2485227, 1, 0, 30.19814
C:\Simulator_Data\IMG\center_2023_07_15_13_35_14_661.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_14_661.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_14_661.jpg, -0.0887292, 1, 0, 30.17252
C:\Simulator_Data\IMG\center_2023_07_15_13_35_14_761.jpg, C:\Simulator_Data\IMG\left_2023_07_15_13_35_14_761.jpg, C:\Simulator_Data\IMG\right_2023_07_15_13_35_14_761.jpg, -0.2594712, 1, 0, 30.16456
